,Unnamed: 0,Unnamed: 0.1,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating
7711,7711,10158,F&M Bank - EZ Banking,11,3.9,49,3.9,10000,0.0,0
7816,7816,10285,FD Mobile,18,3.9,53,7.9,5000,0.0,0
1564,1564,2105,Xtreme Racing 2018 - Jeep & 4x4 off road simulator,18,4.2,2178,99.0,500000,0.0,0
7345,7345,9649,EO Global,4,2.6,13,8.9,1000,0.0,0
3405,3405,4483,Materialistic P Wallpapers,26,4.8,24,3.6,1000,0.0,0
2771,2771,3672,Motorola Gallery,30,3.9,121916,23.0,100000000,0.0,0
3163,3163,4184,Offroad Car H,18,4.2,1960,87.0,100000,0.0,0
4571,4571,5938,Fitness Dance for Zum.ba Workout Exercise,13,4.2,287,12.0,50000,0.0,0
4529,4529,5887,Az Content,18,3.5,24,13.0,10000,0.0,0
1427,1427,1860,Love Nikki-Dress UP Queen,17,4.4,212524,93.0,5000000,0.0,0
3326,3326,4390,Drag'n'Boom,17,4.8,133180,54.0,1000000,0.0,2
5148,5148,6730,Simulator Brawl Box for BS,18,3.9,168,6.4,5000,0.0,0
1618,1618,2168,Children Educational Game Full,18,4.7,30,22.571652379544755,1000,7.49,0
6666,6666,8788,Pet Vet Dr - Animals Hospital,18,3.7,11748,36.0,1000000,0.0,1
3253,3253,4304,K-Otic Universe,18,4.9,55,40.0,1000,0.0,0
8070,8070,10655,Ninja FN Button,18,4.8,12,12.0,1000,0.0,1
7876,7876,10380,POLARIS 2MFG,18,4.8,1228,29.0,10000,0.0,0
6837,6837,8993,DW Contacts widget,25,4.3,56,2.0,1000,0.99,0
3897,3897,5047,Hesab.af - Send money in Afghanistan,11,4.7,51,11.0,1000,0.0,0
5136,5136,6718,Bullshite!,17,2.8,48,13.0,10000,0.0,1
4580,4580,5950,Banana Kong,17,4.4,3452530,68.0,100000000,0.0,0
3679,3679,4807,Rope Hero 3,17,4.4,45871,99.0,5000000,0.0,1
5636,5636,7470,ck-modelcars-UK Shop,21,4.6,69,6.4,5000,0.0,0
2085,2085,2834,Selfie Photo Editor,22,4.6,11677,19.0,1000000,0.0,0
194,194,205,Polaris Office for LG,4,4.2,30847,55.0,5000000,0.0,0
5319,5319,6992,Glitter Color By Number - Glitter Number Coloring,18,3.5,1380,6.9,500000,0.0,0
6375,6375,8417,D-H Pharmacy,16,5.0,6,2.3,1000,0.0,0
4690,4690,6074,Be you GO Launcher Theme,26,4.3,1580,3.6,100000,0.0,0
6069,6069,7991,The CW TN app 2018,18,2.2,54,4.3,10000,0.0,0
2217,2217,3000,The 5th Stand,23,4.8,1664,17.0,100000,0.0,0
3768,3768,4907,AC WIFI,25,3.6,41,23.0,10000,0.0,0
1572,1572,2116,Little Fire Station,18,4.2,3762,44.0,1000000,0.0,0
919,919,1207,SUBWAY®,12,3.8,21314,41.0,1000000,0.0,0
815,815,1088,Bank of Brazil,11,4.5,1336246,39.0,10000000,0.0,0
7740,7740,10201,Mini for fb lite,25,4.0,710,1.1,100000,0.0,0
334,334,388,Calls & Text by Mo+,6,4.2,83239,14.0,5000000,0.0,0
6392,6392,8441,DiskDigger photo recovery,25,4.2,227798,22.571652379544755,50000000,0.0,0
4334,4334,5632,Nights at Cube Pizzeria 3D – 3,18,4.0,15875,40.0,1000000,0.0,1
1901,1901,2575,"💘 WhatsLov: Smileys of love, stickers and GIF",20,4.6,22098,18.0,1000000,0.0,0
6014,6014,7931,Amazing Fart Sounds,18,4.0,28136,22.571652379544755,5000000,0.0,0
3747,3747,4883,7 minute abs workout - Daily Ab Workout,13,4.8,527,23.0,100000,0.0,0
7938,7938,10460,Wi-Fi Rabbit Unlock Key,25,4.5,142,22.571652379544755,5000,1.0,0
595,595,777,GRE Prep & Practice by Magoosh,8,4.4,3963,22.571652379544755,100000,0.0,0
1190,1190,1560,New Ringtones 2018,15,4.1,3781,36.0,1000000,0.0,0
5422,5422,7128,CB Hair Png - New Hair Png For CB Editing,22,4.6,26,7.2,500,0.0,0
6302,6302,8308,Piano Free - Keyboard with Magic Tiles Music Games,17,4.5,785622,22.571652379544755,50000000,0.0,0
3175,3175,4197,most expensive app (H),18,4.3,6,1.5,100,399.99,0
7856,7856,10336,Santa Fe New Mexican e-Edition,31,4.1,25,17.0,1000,0.0,0
3626,3626,4746,X-VPN - Free Unlimited VPN Proxy,25,4.5,40617,21.0,5000000,0.0,0
972,972,1265,"Pedometer, Step Counter & Weight Loss Tracker App",13,4.6,548021,27.0,10000000,0.0,0
3403,3403,4480,G-Pix [Android P] EMUI 8/5 THEME,26,4.1,720,10.0,100000,0.0,0
2051,2051,2799,La La-Shop Designer Brands Street,21,4.5,5123,14.0,500000,0.0,0
2934,2934,3859,ÖBB Scotty,32,4.2,12572,24.0,1000000,0.0,0
376,376,447,Sync.ME – Caller ID & Block,6,4.5,205739,17.0,5000000,0.0,0
1103,1103,1440,White Noise Lite,13,4.4,57634,41.0,1000000,0.0,0
451,451,537,ChatVideo Meet new people,7,4.2,63986,20.0,5000000,0.0,3
423,423,509,RandoChat - Chat roulette,7,3.6,11806,12.0,1000000,0.0,3
6911,6911,9092,Dz Dinars Numbers to letters,27,4.7,2807,9.8,100000,0.0,0
2782,2782,3683,"Video Editor,Crop Video,Movie Video,Music,Effects",30,4.7,53006,44.0,1000000,0.0,0
5575,5575,7392,C I Patel School,18,4.1,101,5.1,1000,0.0,0
7377,7377,9716,EP Kalkulator el. energije,25,4.4,13,1.5,100,0.0,0
2494,2494,3357,Evie Launcher,26,4.7,139258,22.571652379544755,5000000,0.0,0
7671,7671,10116,I am Dentist - Save my Teeth,18,4.3,7443,33.0,100000,0.0,0
4842,4842,6290,Dictionary.com: Find Definitions for English Words,3,4.6,899010,22.571652379544755,10000000,0.0,0
7649,7649,10073,Volume Control Ex,25,4.2,5,2.5,100,1.49,0
8177,8177,10820,Fr. Daoud Lamei,18,5.0,22,8.6,1000,0.0,1
7462,7462,9811,ES Anywhere,4,4.7,10,22.571652379544755,100,0.0,0
7877,7877,10381,Gun Disassembly 2,18,4.1,26347,48.0,1000000,0.0,2
152,152,160,Recipes of Prophetic Medicine for free,3,4.6,2084,6.7,500000,0.0,0
3967,3967,5182,Virtual Assistant DataBot: Artificial Intelligence,18,4.4,80927,27.0,1000000,0.0,0
5887,5887,7783,Servidor Privado de CR y CoC - Light Royale,18,4.6,3106,3.6,10000,0.0,0
1222,1222,1592,သိင်္ Astrology - Min Thein Kha BayDin,16,4.7,2225,15.0,100000,0.0,0
749,749,1011,"SeatGeek – Tickets to Sports, Concerts, Broadway",10,4.4,15558,26.0,1000000,0.0,0
2835,2835,3739,Twitter,31,4.3,11667403,22.571652379544755,500000000,0.0,3
3530,3530,4637,Kicker U,16,4.1,124,37.0,5000,3.99,0
6833,6833,8989,Learn German: Die Bienenretter,18,4.0,25,79.0,5000,0.0,0
3988,3988,5204,Lyra Virtual Assistant,27,4.5,41624,3.4,1000000,0.0,0
7389,7389,9732,Multi Surgery ER Emergency Hospital : Doctor Game,18,4.1,227,69.0,10000,0.0,1
7092,7092,9341,EG India,16,5.0,3,4.0,100,0.0,0
513,513,675,"2Date Dating App, Love and matching",7,4.4,41605,8.1,500000,0.0,3
2763,2763,3664,ForecaWeather,29,4.2,18425,5.3,1000000,0.0,0
3090,3090,4077,E-cigarette for free,18,3.6,1354,4.8,500000,0.0,3
7049,7049,9275,EF Smart English,18,3.7,150,11.0,5000,0.0,0
1902,1902,2576,Phone Tracker : Family Locator,20,4.3,231325,5.4,10000000,0.0,0
2435,2435,3297,Brightest LED Flashlight,25,4.5,60571,22.571652379544755,5000000,0.0,0
6842,6842,8998,DW Witness,4,4.0,6,3.5,500,0.0,0
3904,3904,5058,ASUS PixelMaster Camera,22,4.4,626366,22.571652379544755,10000000,0.0,0
4897,4897,6371,Coupons for Burger King,12,4.5,41,4.0,500,0.0,1
5298,5298,6970,Casa de Bolsa Bx+ Móvil,11,3.4,5,8.8,500,0.0,0
791,791,1064,Standard Bank / Stanbic Bank,11,3.6,15247,28.0,1000000,0.0,0
19,19,20,Logo Maker - Small Business,0,4.0,450,14.0,100000,0.0,0
1467,1467,1957,Bus Rush: Subway Edition,17,4.1,753043,57.0,100000000,0.0,1
3084,3084,4065,Car Parking Game 3D - Real City Driving Challenge,18,4.4,187892,40.0,5000000,0.0,0
5320,5320,6993,Sandbox - Color by Number Coloring Pages,18,4.7,412744,10.0,10000000,0.0,0
7724,7724,10174,CNY Slots : Gong Xi Fa Cai 发财机,17,3.6,33,71.0,5000,0.0,1
4885,4885,6354,Ultimate BlackJack 3D FREE,17,4.1,1686,4.6,100000,0.0,1
4729,4729,6121,Virtual Boyfriend Chat,18,2.4,407,22.571652379544755,50000,0.0,3
7340,7340,9643,English Hindi Dictionary,3,4.4,384368,22.571652379544755,10000000,0.0,0
796,796,1069,MyMo by GSB,11,4.2,21996,14.0,1000000,0.0,0
4670,4670,6053,Be My Princess: PARTY,18,4.4,9443,21.0,100000,0.0,1
7690,7690,10137,EZ-ELD Driver App (Free),1,2.1,83,4.8,5000,0.0,0
2219,2219,3002,U + professional baseball,23,4.3,2486,18.0,500000,0.0,0
1098,1098,1432,Self-help Anxiety Management,13,4.0,2894,23.0,500000,0.0,2
6216,6216,8197,Just Dance Now,17,4.2,794058,56.0,10000000,0.0,0
5644,5644,7480,USMLE Step 2 CK Cards Lite,18,4.0,28,1.5,5000,0.0,0
6924,6924,9111,Ouedkniss,21,4.3,10355,22.571652379544755,1000000,0.0,1
5870,5870,7764,Deck Advisor for CR,25,4.1,37975,23.0,5000000,0.0,0
7965,7965,10492,4 x4 Offroad SUV 3D Truck Simulator Driving 2017,18,4.4,32,37.0,1000,0.0,0
4639,4639,6022,BD Sports Box & TV,18,4.2,5,3.3,500,0.0,0
1415,1415,1843,Angry Birds 2,17,4.6,3883589,57.0,100000000,0.0,0
2235,2235,3030,Golf GPS by SwingxSwing,23,4.6,37167,22.571652379544755,1000000,0.0,0
2044,2044,2786,Receipt Hog - Receipts to Cash,21,4.5,72596,19.0,1000000,0.0,1
6419,6419,8472,DK Quiz,17,4.4,1628,34.0,50000,0.0,0
2453,2453,3315,SuperVPN Free VPN Client,25,4.3,576454,6.1,50000000,0.0,0
1151,1151,1498,Bathroom Decorating Ideas,14,4.1,2427,5.3,500000,0.0,0
6476,6476,8542,AndStream - Streaming Download,30,4.3,38607,2.9,1000000,0.0,0
4915,4915,6391,BK Arogyam Task Track,4,5.0,8,3.7,100,0.0,0
5321,5321,6994,Sandbox Art-Sandbox Color by Number Coloring Pages,18,4.7,12784,15.0,1000000,0.0,0
3555,3555,4662,U-Craft Mobile,18,4.2,11404,30.0,100000,0.0,0
3208,3208,4243,NinJump,17,4.3,421000,36.0,10000000,0.0,0
5163,5163,6757,Strætó.is,32,3.1,742,15.0,100000,0.0,0
3387,3387,4460,Theme Android P for LG G7 & V35,26,4.6,5,4.5,100,1.49,0
7022,7022,9238,Barry EC,25,4.1,14,3.8,1000,0.0,0
492,492,609,Girls Live Chat - Free Text & Video Chat,7,4.8,110,4.9,10000,0.0,3
7640,7640,10063,Snes9x EX+,17,4.4,70351,22.571652379544755,5000000,0.0,0
6461,6461,8526,DL Image Manager,27,5.0,2,1.7,10,0.99,0
1382,1382,1807,Disney Heroes: Battle Mode,17,4.6,102107,22.571652379544755,5000000,0.0,2
5408,5408,7108,Virtual Walkie Talkie,6,3.8,21785,2.5,1000000,0.0,0
359,359,427,Puffin Browser Pro,6,4.0,18247,22.571652379544755,100000,3.99,0
7603,7603,10023,WPTV 5 West Palm Beach,31,3.8,1093,22.571652379544755,100000,0.0,2
7606,7606,10027,OMG Gross Zit - Date Nightmare,18,3.7,70105,67.0,10000000,0.0,0
2138,2138,2900,Beauty Makeup Snappy Collage Photo Editor - Lidow,22,4.5,420973,22.571652379544755,10000000,0.0,0
4022,4022,5252,Watch Face Swiss AJ-6,26,4.1,21,3.6,100,0.99,0
5569,5569,7375,Paris ci la Sortie du Métro,32,4.2,453,36.0,10000,2.99,0
7616,7616,10037,XE Currency Pro,24,4.4,1090,22.571652379544755,10000,1.99,0
5843,5843,7727,CQ: Lost In Transmission,17,4.2,4,61.0,10,0.0,0
5160,5160,6752,Sleeping Delivery,18,4.6,19640,67.0,100000,0.0,1
5984,5984,7900,Radiology CT Viewer,19,3.6,35,88.0,10000,0.0,0
1603,1603,2153,My Little Work – Garage,18,4.3,560,44.0,10000,3.99,0
7636,7636,10059,My Ex Girlfriend Comes Back,18,3.7,3258,26.0,500000,0.0,0
7272,7272,9561,Fernanfloo,17,4.8,526595,49.0,10000000,0.0,2
7661,7661,10095,Pink Guy - Ey B0ss,18,4.7,13,1.2,500,0.0,0
3787,3787,4926,Remote Control For All AC - Universal Remote,27,2.4,166,6.1,10000,0.0,0
5405,5405,7104,CB Frequencies FREE!,25,3.1,364,2.3,100000,0.0,0
3698,3698,4829,Cube Z (Pixel Zombies),17,4.2,41444,56.0,1000000,0.0,1
427,427,513,OurTime Dating for Singles 50+,7,3.4,2519,5.0,100000,0.0,3
854,854,1130,Stocks: Realtime Quotes Charts,11,4.5,16808,22.571652379544755,1000000,0.0,0
568,568,749,Lynda - Online Training Videos,8,4.2,8599,17.0,1000000,0.0,0
4040,4040,5283,Crisis Action: 2018 NO.1 FPS,17,4.3,807226,34.0,10000000,0.0,1
4647,4647,6030,iCard BD Plus,20,5.0,2,2.4,500,0.0,0
4989,4989,6500,My College Bookstore,21,3.2,661,7.6,100000,0.0,0
5168,5168,6762,Black Social,20,4.6,22,8.7,1000,0.0,1
5815,5815,7687,CP Plus Showcase,4,4.3,236,7.0,50000,0.0,0
4905,4905,6380,Daily Murli Saar Widget,20,4.6,308,22.571652379544755,10000,0.0,0
3221,3221,4262,"The Voice, sing and connect",18,4.1,405824,22.571652379544755,10000000,0.0,0
3584,3584,4694,FINAL FANTASY V,18,4.5,15924,4.2,100000,7.99,1
3028,3028,3998,C Programs and Reference,3,4.2,873,2.5,50000,0.0,0
1855,1855,2525,Blood Pressure Monitor,19,4.3,17,6.0,10000,0.0,0
7501,7501,9863,EU Mobile Money,11,3.9,460,6.1,100000,0.0,0
6363,6363,8403,Galaxy Defense,18,4.1,78142,17.0,5000000,0.0,0
7492,7492,9850,Oggy,17,4.5,49971,61.0,5000000,0.0,0
2181,2181,2964,"theScore: Live Sports Scores, News, Stats & Videos",23,4.4,133825,34.0,10000000,0.0,2
1380,1380,1805,Grim Soul: Dark Fantasy Survival,17,4.5,189773,95.0,5000000,0.0,1
148,148,156,Offline: English to Tagalog Dictionary,3,4.7,967,6.7,500000,0.0,0
4890,4890,6361,Power Widget,25,4.2,928,22.571652379544755,10000,1.99,0
8080,8080,10677,Pint - FN Theme,26,2.5,6,22.571652379544755,100,0.0,0
902,902,1190,Pyaterochka,12,3.1,8412,22.571652379544755,1000000,0.0,0
1951,1951,2656,OfferUp - Buy. Sell. Offer Up,21,4.6,591312,22.571652379544755,10000000,0.0,0
5772,5772,7639,MobileBiz Co - Cloud Invoice,4,4.4,373,4.0,10000,0.0,0
1031,1031,1329,Free Meditation - Take a Break,13,4.2,1608,39.0,100000,0.0,0
6851,6851,9011,VMAX IP Plus Mobile Client,4,2.0,9,3.4,1000,0.0,0
3513,3513,4618,Don't touch my phone,25,3.8,21943,2.3,5000000,0.0,0
2086,2086,2835,BeautyPlus - Easy Photo Editor & Selfie Camera,22,4.4,3158047,53.0,100000000,0.0,0
2357,2357,3204,HomeAway Vacation Rentals,24,4.3,30403,22.571652379544755,5000000,0.0,0
4142,4142,5401,AO Surgery Reference,19,4.7,2570,3.8,100000,0.0,0
2842,2842,3746,"Onet - news, weather, sport",31,4.0,13950,22.571652379544755,1000000,0.0,3
922,922,1210,9th stage,12,4.5,454,16.0,100000,0.0,0
7004,7004,9215,Paraglider Dashboard,23,4.6,549,2.8,50000,0.0,0
745,745,1007,Birdays - Birthday reminder,10,4.5,2153,5.9,50000,0.0,0
1168,1168,1528,eBiblio,15,3.4,2907,22.571652379544755,50000,0.0,0
2698,2698,3595,Kids Craft Ideas,28,4.1,99,6.6,10000,0.0,0
3603,3603,4716,W Pro - Weather Forecast & Animated Weather Maps,29,3.8,11,2.9,500,1.99,0
5215,5215,6824,"Pu - Cute giant panda bear, baby pet care game",18,4.5,22167,88.0,1000000,0.0,0
2443,2443,3305,Unit Converter,25,4.5,85387,5.4,1000000,0.0,0
255,255,303,Manga Net – Best Online Manga Reader,5,4.1,1010,11.0,50000,0.0,3
1966,1966,2671,"Horn, free country requirements",21,4.5,37186,7.9,1000000,0.0,0
4333,4333,5631,Five Nights at Freddy's,17,4.6,100805,50.0,1000000,2.99,1
6113,6113,8043,cx-33wifi,18,4.4,63,7.6,10000,0.0,0
1925,1925,2601,Bloglovin',20,3.9,8936,22.571652379544755,500000,0.0,0
6576,6576,8685,Dp For Whatsapp,20,4.3,39,12.0,5000,0.0,0
2501,2501,3364,Funny Alarm Clock Ringtones,26,4.5,15633,14.0,1000000,0.0,0
957,957,1248,DoorDash - Food Delivery,12,4.5,104504,22.571652379544755,1000000,0.0,0
4193,4193,5458,AP Planner,18,2.9,45,1.3,5000,0.0,0
6809,6809,8958,U.S.A DV Lottery Process,18,4.5,8,1.7,1000,0.0,0
6013,6013,7930,MYCU TX Mobile Banking,11,3.0,4,22.571652379544755,100,0.0,0
560,560,740,Quizlet: Learn Languages & Vocab with Flashcards,8,4.6,211856,22.571652379544755,10000000,0.0,0
5077,5077,6619,BP Toolbox,13,2.1,32,9.6,1000,0.0,0
8038,8038,10610,FL Drone 2,22,3.3,41,7.8,5000,0.0,0
6535,6535,8634,File Viewer for Android,25,4.1,7063,22.571652379544755,1000000,0.0,0
2418,2418,3280,HTC Sense Input-AR,25,3.8,1420,2.7,100000,0.0,0
1341,1341,1753,Love Balls,17,4.2,360630,40.0,50000000,0.0,0
2056,2056,2805,"Moony Lab - Print Photos, Books & Magnets ™",22,4.7,1320,9.5,50000,0.0,0
4080,4080,5334,Al Quran : EAlim - Translations & MP3 Offline,3,4.5,96419,22.571652379544755,5000000,0.0,0
3991,3991,5207,AI with Python Tutorial,18,4.4,8,3.3,5000,0.0,0
566,566,747,Peak – Brain Games & Training,8,4.4,272145,22.571652379544755,10000000,0.0,0
2097,2097,2846,Photo Frames,22,4.3,28578,23.0,10000000,0.0,0
6417,6417,8470,DK Readers,18,3.9,30,16.0,1000,0.0,0
5369,5369,7052,Badische Zeitung,31,3.9,262,22.0,10000,0.0,0
4118,4118,5373,I AM RICH PRO PLUS,11,4.0,36,41.0,1000,399.99,0
4961,4961,6454,BM Online OEC Verification,25,4.1,783,4.2,100000,0.0,0
3078,3078,4059,Smash Hit,17,4.5,4147718,79.0,100000000,0.0,0
944,944,1232,"BigOven Recipes, Meal Planner, Grocery List & More",12,4.3,31986,76.0,1000000,0.0,1
7041,7041,9266,SCS eC,27,4.4,7,17.0,100,0.0,0
7792,7792,10259,Atlanta United FC,23,3.7,215,76.0,10000,0.0,0
1751,1751,2334,All Mental disorders,19,4.5,453,11.0,100000,0.0,0
603,603,797,Learn English with Phrases,8,4.2,5695,22.571652379544755,1000000,0.0,0
4971,4971,6467,BM SPM Practice,18,5.0,6,9.2,1000,0.0,0
168,168,177,eBoox new: Reader for fb2 epub zip books,3,4.9,2739,21.0,50000,0.0,0
6133,6133,8074,Absolute RC Heli Simulator,23,3.9,654,50.0,10000,4.99,0
7070,7070,9304,Carrier Landings Pro,18,4.6,5969,31.0,10000,12.99,0
4672,4672,6056,Be Stronger,13,4.8,787,53.0,1000,1.99,0
1656,1656,2235,Nasty Goats,18,4.3,45579,64.0,1000000,0.0,0
6490,6490,8558,Convert Coordinates DM to DMS,32,4.3,15,22.571652379544755,5000,0.0,0
4820,4820,6264,Microsoft Power BI–Business data analytics,4,4.5,1819,10.0,100000,0.0,0
4536,4536,5895,Az Video Status,18,4.8,13,6.0,100,0.0,0
1839,1839,2496,BURST Professionals,19,4.5,11,25.0,1000,0.0,0
4988,4988,6498,BN Más Cerca de Usted,11,3.9,8185,45.0,500000,0.0,0
650,650,865,Google Play Games,9,4.3,7165362,22.571652379544755,1000000000,0.0,1
701,701,919,FOX NOW - On Demand & Live TV,9,3.9,60841,22.571652379544755,5000000,0.0,1
2015,2015,2721,Mercari: The Selling App,21,4.4,101883,13.0,10000000,0.0,0
6306,6306,8313,Truck Driver Cargo,17,4.1,257531,44.0,10000000,0.0,2
3138,3138,4155,G-Switch 3,17,4.6,3656,39.0,100000,0.0,0
253,253,301,Unicorn Pokez - Color By Number,5,4.8,516,12.0,50000,0.0,0
4365,4365,5663,Learners Test Free: AU Driver Knowledge Test (DKT),18,3.9,623,8.5,100000,0.0,0
797,797,1070,VTB-Online,11,4.1,138371,22.571652379544755,5000000,0.0,0
4446,4446,5768,Amber Weather,29,4.4,260137,13.0,10000000,0.0,2
6094,6094,8023,CW Nuclear,3,3.3,15,12.0,1000,0.0,0
140,140,148,Book store,3,4.4,22486,5.4,1000000,0.0,1
443,443,529,Free Dating App - Meet Local Singles - Flirt Chat,7,4.1,825,22.571652379544755,100000,0.0,3
1311,1311,1691,Marble - Temple Quest,17,4.3,42053,24.0,10000000,0.0,0
800,800,1073,Wells Fargo Mobile,11,4.4,250706,37.0,10000000,0.0,0
4656,4656,6039,Remote for Samsung TV & BluRay Players (Read Desc),25,3.3,1988,7.3,500000,0.0,0
6745,6745,8888,Spring flowers theme couleurs d t space,0,5.0,1,2.9,100,0.0,0
7869,7869,10372,Survival Prison Escape v2: Free Action Game,18,4.1,44027,52.0,5000000,0.0,3
5251,5251,6898,BW-Go Free,17,4.6,547,1.3,10000,0.0,0
4986,4986,6495,Word Hunt,17,4.9,59,21.0,500,0.0,0
7935,7935,10457,WiFi Monitor Pro - analyzer of Wi-Fi networks,25,4.6,85,2.4,1000,2.99,0
1897,1897,2571,Amino: Communities and Chats,20,4.8,1259075,62.0,10000000,0.0,1
4484,4484,5821,Clash of Axe: Flippy Lumberjack Action X,17,4.3,6,61.0,1000,0.0,0
289,289,338,Google Chrome: Fast & Secure,6,4.3,9642995,22.571652379544755,1000000000,0.0,0
6637,6637,8758,Anti-virus Dr.Web Light,25,4.5,1094094,22.571652379544755,100000000,0.0,0
2790,2790,3691,Samsung Video Library,30,4.4,25922,6.1,50000000,0.0,0
3247,3247,4294,K-Chiing VPN (Free),25,3.7,43,10.0,5000,0.0,3
5743,5743,7605,Burrito Bash – We Bare Bears,18,4.3,10776,21.0,1000000,0.0,0
930,930,1218,My Recipes Cookbook : RecetteTek,12,4.6,11707,22.571652379544755,100000,0.0,0
2720,2720,3620,Daniel Tiger for Parents,28,4.7,247,28.0,100000,0.0,0
4250,4250,5533,Sketchfab,18,4.3,906,9.2,50000,0.0,3
5191,5191,6787,Mediatek SmartDevice,25,3.6,11187,7.3,1000000,0.0,0
1423,1423,1856,The Walking Dead: Road to Survival,17,4.2,522466,37.0,10000000,0.0,3
6901,6901,9080,American Sniper City Fight Shooting Assassin,17,4.1,395,54.0,50000,0.0,1
7,7,7,Infinite Painter,0,4.1,36815,29.0,1000000,0.0,0
759,759,1022,Wipe out,10,4.7,30,22.571652379544755,500,0.0,1
4132,4132,5389,My Boo - Your Virtual Pet Game,18,4.4,899748,80.0,10000000,0.0,0
372,372,443,Calls Blacklist - Call Blocker,6,4.5,457283,22.571652379544755,10000000,0.0,0
57,57,59,"REG - Check the regnumber, find information about Swedish vehicles",1,3.9,3971,3.6,100000,0.0,0
5748,5748,7611,Block Survival Craft:The Story,18,4.1,7046,87.0,500000,0.0,2
2272,2272,3101,Real Basketball,23,4.5,1605267,22.571652379544755,10000000,0.0,0
4187,4187,5451,WiFi Access Point (hotspot),6,3.9,684,22.571652379544755,100000,0.0,0
6430,6430,8483,10 Minutes a Day Times Tables,18,4.1,681,48.0,100000,0.0,0
1251,1251,1624,Chictopia,16,4.1,360,4.6,10000,0.0,0
7642,7642,10065,Ex Quotes,16,4.4,129,8.1,50000,0.0,2
410,410,496,Black People Meet Singles Date,7,3.9,10212,5.0,1000000,0.0,3
2298,2298,3128,AirAsia,24,3.9,98585,37.0,10000000,0.0,0
2145,2145,2908,Retrica,22,4.3,6120977,22.571652379544755,100000000,0.0,0
4707,4707,6094,BF games,18,4.1,262,29.0,50000,0.0,0
3615,3615,4733,IRS W-9 form,4,4.8,492,27.0,10000,0.0,0
4819,4819,6263,Gayvox - Gay Lesbian Bi Dating,20,3.4,3640,9.1,500000,0.0,3
1497,1497,2021,Toy Pop Cubes,18,4.5,5761,21.0,1000000,0.0,0
5654,5654,7496,Camera V7 24 Megapixel,22,4.0,2480,2.5,100000,0.0,0
3401,3401,4478,Android P Stock Wallpapers,26,4.5,16,3.7,1000,0.0,0
522,522,699,Duolingo: Learn Languages Free,8,4.7,6289924,22.571652379544755,100000000,0.0,0
7517,7517,9883,My EU,18,3.8,4,13.0,100,0.0,0
7376,7376,9712,EP Research Service,3,4.7,14,27.0,1000,0.0,0
8141,8141,10770,Modern Counter Terrorist FPS Shoot,17,4.0,795,41.0,100000,0.0,1
5838,5838,7718,Curio Quest,18,4.3,59152,50.0,1000000,0.0,2
4005,4005,5226,Dash Tag - Fun Endless Runner!,18,4.5,6750,43.0,100000,0.0,0
4510,4510,5867,Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,26,4.5,66321,18.0,5000000,0.0,0
7645,7645,10068,Ex Service Taxis,4,3.5,15,8.0,1000,0.0,0
8048,8048,10623,My MLS App,16,4.1,1213,13.0,100000,0.0,0
1926,1926,2602,Blogaway for Android (Blogger),20,3.7,4253,4.1,100000,0.0,1
4867,4867,6327,AfreecaTV,30,3.3,381023,53.0,10000000,0.0,0
2761,2761,3662,Weather by eltiempo.es,29,4.2,67772,22.571652379544755,5000000,0.0,0
6788,6788,8935,DV-2019 Results,18,4.3,158,2.6,10000,0.0,0
7153,7153,9413,the Egg - crack the egg,18,4.1,211,14.0,10000,0.0,0
5823,5823,7697,CP Installer App,4,5.0,4,24.0,100,0.0,0
2690,2690,3586,Mozart Baby Sleep,28,4.7,107,98.0,50000,0.0,1
5913,5913,7813,Counter Online FPS Game,17,4.2,41089,42.0,5000000,0.0,1
5847,5847,7734,Palavras la cq,17,3.9,783,3.4,100000,0.0,0
1811,1811,2417,Official NBSTSA CSFA Exam Prep,19,4.4,137,11.0,1000,0.0,0
8114,8114,10727,Fon WiFi App – WiFi Connect,25,4.1,222,16.0,50000,0.0,0
4009,4009,5233,Club Penguin Island,18,2.8,107441,32.0,1000000,0.0,0
645,645,860,Mobile TV,9,3.5,10939,4.6,10000000,0.0,0
1079,1079,1394,MyPlate Calorie Tracker,13,4.6,24094,18.0,1000000,0.0,0
5357,5357,7033,BZ Reminder,4,4.7,41625,5.4,1000000,0.0,0
80,80,82,Supervision service,1,4.0,2155,15.0,500000,0.0,0
2632,2632,3500,Keeper: Free Password Manager & Secure Vault,27,4.2,74146,32.0,10000000,0.0,0
7712,7712,10159,My EZ-Link Mobile,16,2.8,3187,11.0,100000,0.0,0
1088,1088,1403,Food Calorie Calculator,13,4.2,1324,4.0,100000,0.0,0
6762,6762,8907,DU Emoji Keyboard（Simeji）,25,4.3,19234,14.0,500000,0.0,0
3393,3393,4468,Theme Android P Black for LG G7 & V35,26,4.6,5,4.3,100,1.49,0
7133,7133,9390,US Army Training Courses Game,18,4.1,27130,35.0,5000000,0.0,0
5642,5642,7478,CK Employee Portal,4,5.0,7,15.0,1000,0.0,0
4567,4567,5934,Ba Zi Fortune,16,3.9,592,2.5,100000,0.0,0
6143,6143,8090,Recycling Cy,16,4.0,47,4.5,1000,0.0,0
7470,7470,9819,¿Es Vegan?,12,4.6,438,1.7,10000,0.0,0
2716,2716,3615,Classical music for baby,28,4.8,1940,38.0,100000,0.0,0
